employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
14960,2,2,1,0,0,1,29,5.0,4,1,0,47,0
6955,7,15,1,1,0,1,49,2.0,5,0,0,51,0
70501,4,22,1,1,0,1,34,5.0,9,1,0,59,1
6923,4,32,1,1,0,2,30,3.0,3,0,0,60,0
4006,4,4,2,1,1,1,30,,1,1,0,61,1
28486,4,22,1,0,1,1,35,2.0,2,0,0,64,0
68166,0,11,1,1,1,2,29,5.0,5,1,0,81,1
49860,7,16,1,1,1,1,22,3.0,2,0,0,49,0
49267,7,7,2,0,0,1,31,5.0,2,1,0,49,0
69050,7,2,2,1,0,1,41,5.0,3,1,0,54,0
13744,5,15,2,0,1,1,34,5.0,5,1,0,70,1
43191,4,2,2,1,0,1,58,3.0,29,0,0,61,0
16461,8,27,1,0,1,1,30,3.0,5,0,0,79,0
41004,0,2,1,1,1,2,29,3.0,2,1,0,84,1
35568,4,15,2,1,0,1,46,3.0,7,0,0,62,0
42698,7,16,1,0,0,1,33,5.0,3,1,0,50,0
14129,0,25,1,1,0,1,31,5.0,7,0,1,95,1
48126,4,15,1,1,0,1,32,5.0,7,1,0,58,1
34803,7,31,1,1,0,1,28,1.0,2,0,0,52,0
67414,7,2,1,1,0,1,28,3.0,2,0,0,55,1
16437,8,15,1,0,0,1,40,4.0,11,1,0,77,1
73370,7,30,1,1,1,2,34,1.0,7,0,0,49,0
66882,2,22,2,0,0,1,29,3.0,6,0,0,50,0
77526,7,23,2,1,1,1,33,3.0,8,0,0,52,0
63795,4,4,1,1,0,1,34,5.0,5,1,1,99,1
31604,5,7,2,1,1,1,36,3.0,9,1,0,92,1
16529,4,26,2,1,0,1,41,3.0,13,1,0,54,0
73512,2,7,2,1,0,2,31,3.0,2,0,0,57,1
48730,5,20,1,0,0,1,34,1.0,7,0,0,64,0
51267,7,1,1,0,0,1,28,3.0,5,1,0,49,0
49476,7,7,1,1,1,1,50,3.0,18,1,0,47,1
3767,7,13,1,1,0,1,41,5.0,5,0,0,50,0
72781,8,17,1,0,0,1,30,3.0,4,0,0,88,1
11208,1,2,1,0,0,1,51,3.0,7,1,0,61,0
76439,7,13,1,1,1,1,24,3.0,3,0,0,47,0
21528,7,25,1,1,0,1,31,4.0,6,0,0,48,0
11760,7,32,1,1,0,1,28,4.0,1,0,0,46,0
31428,4,13,1,0,0,1,49,4.0,17,1,0,89,1
54926,3,27,1,1,1,1,28,5.0,2,1,0,59,1
6293,7,20,1,1,1,1,27,5.0,5,1,0,49,0
54207,4,22,1,1,1,1,28,,1,1,0,63,1
67447,7,7,1,0,0,1,33,2.0,6,0,0,54,0
50231,8,2,0,1,1,1,21,,1,0,0,81,0
67410,0,7,1,1,0,2,44,4.0,7,0,0,86,0
18717,0,29,1,0,0,1,29,5.0,5,0,0,90,1
67005,7,28,1,0,0,1,26,,1,1,0,51,0
38274,7,22,2,0,0,3,32,3.0,2,0,0,52,0
29124,4,8,2,0,0,1,35,5.0,4,1,0,56,0
15024,8,32,1,0,1,4,32,5.0,8,0,0,93,1
8424,4,15,2,1,1,2,44,5.0,11,1,0,92,1
68843,8,22,1,1,1,2,35,4.0,9,1,0,92,1
29607,7,9,1,1,1,1,27,1.0,3,0,0,46,0
39303,4,4,1,1,1,1,32,5.0,7,0,0,61,0
69154,7,26,1,1,0,1,36,3.0,4,1,1,94,1
49898,4,22,1,0,0,3,36,4.0,6,1,0,60,1
24452,0,22,1,1,0,2,27,,1,0,0,87,0
24925,7,22,1,1,2,2,29,3.0,6,1,0,51,0
10523,8,2,1,0,1,1,27,1.0,2,0,0,81,0
29198,1,4,2,0,0,1,43,5.0,13,1,0,62,1
34522,2,25,2,0,1,1,34,5.0,3,0,1,61,1
71345,5,7,1,1,0,1,33,1.0,2,0,0,71,0
14375,6,22,1,1,0,2,27,5.0,2,1,0,89,0
68114,4,22,1,0,1,1,37,5.0,11,1,0,62,1
71660,7,13,1,1,1,1,32,3.0,7,1,0,53,0
53162,8,15,1,1,1,1,38,5.0,7,1,0,79,1
30619,4,2,1,1,0,1,49,5.0,20,1,0,60,0
3866,4,2,1,1,1,1,36,1.0,6,0,0,61,0
1423,4,19,1,0,1,1,39,5.0,8,0,0,58,0
14510,2,7,1,1,1,1,33,4.0,5,0,0,55,1
67906,4,15,1,0,1,2,34,3.0,4,1,0,91,1
60102,4,2,2,1,1,1,51,5.0,8,1,0,56,1
72182,5,13,2,1,0,1,38,5.0,4,0,0,82,1
12061,5,2,1,0,0,1,46,2.0,9,0,0,74,0
52671,7,16,1,1,1,1,24,3.0,2,1,0,48,1
44041,8,28,2,1,0,1,34,3.0,9,0,0,80,1
55263,4,2,2,0,1,2,32,4.0,10,1,0,62,1
12843,7,7,2,1,1,1,47,4.0,16,0,0,50,0
5339,5,11,2,1,0,2,34,3.0,8,0,0,72,0
44790,7,15,1,1,1,1,41,4.0,15,0,0,49,0
31717,5,17,1,0,0,1,42,5.0,3,0,0,77,1
25503,8,7,1,1,0,1,26,3.0,2,0,0,86,1
56945,7,14,1,1,0,2,35,1.0,3,0,0,49,0
22705,0,34,1,1,0,3,25,3.0,2,0,0,93,1
20285,0,21,1,1,0,2,29,3.0,5,0,0,82,0
59384,4,15,1,1,1,1,32,3.0,7,1,0,61,0
19112,2,2,1,1,0,2,29,,1,1,0,47,0
1449,5,17,1,0,0,1,33,3.0,8,1,0,74,1
70959,7,22,1,0,1,1,28,,1,1,0,44,1
8797,7,30,1,1,0,1,26,,1,0,0,60,1
72081,7,4,2,1,1,1,32,3.0,6,0,0,67,1
43497,2,2,2,1,1,1,45,3.0,3,0,0,51,0
11562,2,22,2,0,1,1,37,4.0,9,1,0,50,1
3947,8,7,1,1,1,1,41,4.0,12,0,0,79,0
1565,6,2,2,1,0,2,44,3.0,5,0,0,86,0
73828,8,15,1,1,1,1,28,,1,0,0,82,0
17891,4,2,0,1,0,1,20,,1,0,0,58,0
14316,7,6,1,1,1,1,31,3.0,7,0,0,58,1
72289,8,17,1,0,1,1,29,5.0,4,1,1,86,1
12829,7,26,1,1,0,3,28,3.0,4,0,0,51,0
64513,0,22,1,1,0,2,28,5.0,6,1,0,87,1
69582,4,22,1,1,0,2,37,4.0,12,1,0,57,1
55480,8,2,1,0,1,3,30,5.0,2,1,0,85,0
54758,7,4,1,1,0,1,32,4.0,3,0,0,54,0
38221,1,7,2,1,1,1,34,3.0,7,0,1,70,1
41056,4,13,2,0,0,1,34,5.0,2,1,0,61,0
39965,4,15,1,1,0,1,39,5.0,4,1,1,60,1
19753,7,22,1,0,2,1,29,,1,1,0,50,1
46337,8,13,1,1,0,1,35,3.0,3,1,0,83,1
35375,7,25,2,0,0,1,34,4.0,10,0,0,51,0
17456,8,14,1,1,0,1,37,3.0,8,1,0,82,1
23871,4,4,2,1,0,1,31,5.0,7,1,0,57,1
26639,4,23,1,1,0,2,35,3.0,10,1,0,99,1
70153,8,26,1,1,0,1,41,5.0,11,1,1,82,1
9092,7,22,1,1,1,1,28,3.0,3,1,0,48,1
48017,7,2,1,1,0,2,37,4.0,9,1,0,64,1
22568,0,22,1,1,0,1,28,2.0,4,1,0,88,1
10226,8,15,1,1,1,2,34,5.0,2,0,0,82,0
36722,5,7,1,0,1,2,26,,1,0,0,68,0
6792,4,2,2,0,1,1,39,5.0,8,1,0,62,1
29975,4,17,1,0,1,1,29,4.0,7,0,0,60,0
61149,7,28,2,1,1,2,33,4.0,7,0,0,47,0
46383,7,2,1,1,1,1,32,3.0,7,0,0,48,0
42302,5,2,1,0,2,1,32,3.0,3,0,0,83,1
72473,4,26,1,1,0,1,27,,1,0,0,59,0
41480,6,22,1,1,0,2,26,4.0,2,1,0,87,1
58688,2,22,1,1,1,1,31,3.0,9,0,0,96,1
51817,7,2,2,1,0,1,35,4.0,6,0,0,61,1
58762,1,22,1,1,1,2,24,5.0,2,0,0,61,0
59512,2,22,1,1,1,1,30,1.0,2,0,0,53,0
52595,8,10,1,1,0,1,32,5.0,5,0,0,81,1
29324,7,28,2,1,1,2,40,5.0,11,1,0,45,0
31039,5,11,2,0,1,1,40,5.0,10,1,0,65,1
9783,7,28,1,1,1,1,25,5.0,2,0,0,46,0
56,7,28,2,1,0,1,36,5.0,3,1,0,48,1
51541,4,4,1,0,1,3,32,2.0,1,1,0,61,1
32934,7,2,1,1,1,1,30,4.0,3,1,0,50,1
34224,5,2,1,0,1,1,38,5.0,7,0,1,84,1
15459,5,2,2,0,0,1,38,5.0,7,1,0,77,0
63158,8,28,2,0,0,2,36,5.0,9,1,0,83,0
1476,8,4,1,1,0,1,32,1.0,7,0,0,76,0
71497,7,9,1,1,1,1,27,,1,1,0,47,0
37812,4,7,1,0,0,1,38,3.0,7,0,0,60,0
44100,7,7,2,1,1,1,42,5.0,11,1,0,54,1
12484,0,11,1,1,0,1,30,3.0,2,1,0,91,1
15371,8,31,1,1,1,1,25,,1,1,0,84,0
18476,7,12,1,0,1,1,27,,1,1,1,98,1
76866,5,2,1,0,0,4,50,4.0,6,0,0,67,0
60164,4,15,2,1,1,1,46,3.0,3,0,0,59,0
1715,4,22,1,0,0,1,28,1.0,5,0,0,57,0
42476,8,26,1,1,0,2,39,5.0,5,0,0,90,1
30634,4,6,1,1,1,1,26,5.0,2,1,0,62,1
52668,0,22,1,1,0,1,26,5.0,2,1,0,89,0
9013,7,2,1,1,1,1,27,5.0,3,1,0,94,1
65065,5,8,2,0,1,1,44,3.0,3,1,0,74,1
20462,4,2,1,1,0,1,30,5.0,7,0,1,72,1
30090,5,22,2,1,0,1,40,3.0,5,0,0,85,1
61510,7,7,1,1,0,1,40,3.0,5,0,0,62,1
11603,5,8,1,0,0,1,31,5.0,7,1,0,70,1
55665,7,22,1,1,0,1,28,,1,0,0,49,0
63353,7,2,1,1,2,1,32,5.0,3,1,0,55,0
13198,4,29,1,1,0,1,55,3.0,11,1,0,60,0
9459,8,2,1,1,1,1,29,5.0,4,0,0,85,1
62287,7,2,1,0,0,1,52,4.0,5,1,0,49,1
30418,8,10,1,1,1,1,28,1.0,6,0,0,80,0
9256,7,25,2,1,0,1,40,5.0,2,1,1,90,1
21981,4,22,1,0,1,3,27,3.0,4,0,0,60,0
76973,5,7,2,0,0,1,34,4.0,4,1,0,71,0
64243,0,22,1,0,0,2,26,,1,1,0,83,1
10246,2,23,2,1,1,1,35,5.0,6,0,0,47,0
8715,7,7,1,1,1,1,38,3.0,7,0,0,43,0
45027,1,30,1,0,0,1,28,3.0,3,1,0,58,1
52767,8,16,2,1,1,1,32,3.0,4,1,0,79,0
7323,8,2,1,1,0,1,41,3.0,6,0,0,81,0
64990,8,16,1,0,0,1,40,3.0,5,0,0,83,0
23794,7,15,1,0,0,1,32,3.0,9,0,0,51,0
61281,8,2,1,1,0,1,46,5.0,4,1,0,83,1
6461,8,16,1,1,0,1,33,3.0,7,1,0,79,1
61738,7,10,1,1,1,1,27,,1,0,0,66,1
23593,8,13,2,0,0,1,41,,1,1,0,81,0
64835,2,4,1,1,0,1,27,,1,1,0,53,0
28563,3,2,1,1,1,1,43,1.0,6,0,0,57,0
40685,5,2,2,0,1,1,37,1.0,4,1,0,72,0
57676,7,8,1,1,0,1,29,4.0,3,0,0,43,0
55156,0,31,1,1,1,1,27,,1,0,0,84,1
71887,1,2,1,1,1,4,35,3.0,6,0,0,62,0
58880,5,27,1,1,0,1,30,5.0,6,1,0,67,1
44665,2,22,1,1,0,1,34,1.0,7,0,0,49,0
8069,8,23,1,1,0,1,34,5.0,7,1,0,78,0
59737,8,2,2,0,1,1,44,4.0,5,1,0,77,0
253,7,28,2,1,0,1,32,4.0,6,1,0,52,1
69776,7,17,2,1,1,2,37,3.0,5,1,1,52,1
14042,7,13,1,1,0,1,39,4.0,4,1,0,49,1
31494,7,1,2,1,1,1,35,5.0,4,1,0,43,1
65035,1,4,2,0,1,1,34,5.0,7,1,0,58,1
9417,4,2,1,1,1,1,27,3.0,6,0,0,60,0
5215,4,7,2,0,0,1,41,5.0,6,0,0,67,1
70077,6,22,1,1,0,1,31,3.0,2,1,1,87,1
63311,5,15,1,0,1,2,29,2.0,5,1,0,72,0
66176,4,22,1,1,1,3,34,3.0,5,1,0,63,1
49851,7,8,2,1,1,1,44,3.0,19,1,1,89,1
49957,4,2,1,1,0,1,37,2.0,10,0,0,59,0
63700,0,4,1,1,0,2,30,3.0,5,0,0,86,1
13532,3,2,2,0,0,3,55,3.0,16,0,0,71,1
45493,5,4,2,1,0,2,54,4.0,14,0,0,72,0
58400,7,13,1,1,1,1,34,3.0,8,0,0,62,1
7218,4,22,1,1,0,1,55,3.0,17,0,0,55,0
53574,7,2,1,1,1,1,22,,1,1,0,45,1
5947,7,28,1,1,1,1,36,3.0,3,1,0,45,0
3282,5,13,2,0,0,1,31,3.0,2,1,0,68,0
14638,0,25,1,0,0,1,29,,1,0,0,84,1
36725,7,27,1,1,1,1,31,1.0,4,0,0,44,0
38121,5,5,2,1,1,1,37,3.0,7,0,0,68,0
22882,4,23,2,1,0,1,44,4.0,4,1,0,64,0
75411,7,22,2,1,0,1,42,3.0,13,0,0,45,0
75759,4,4,1,0,1,1,39,3.0,5,1,0,58,1
5038,8,7,1,1,0,1,32,5.0,5,1,0,85,1
54624,5,26,2,1,0,1,37,5.0,7,1,0,70,0
64690,1,2,1,0,0,1,29,5.0,2,1,0,57,1
75342,7,2,1,0,0,1,43,3.0,10,1,0,49,1
27648,8,20,1,1,1,1,30,,1,1,0,84,1
44959,8,22,2,1,0,1,51,5.0,3,1,1,84,1
48814,7,6,1,1,0,2,30,5.0,8,1,0,47,1
37844,8,31,1,0,0,1,32,2.0,4,0,1,96,1
58004,4,22,2,1,1,1,38,5.0,2,1,0,60,1
67117,3,2,0,1,0,1,26,5.0,3,1,0,55,0
17346,8,31,1,0,0,1,32,4.0,6,1,0,73,0
19658,4,23,2,1,0,1,40,5.0,6,1,0,58,1
62624,7,13,1,1,1,1,40,3.0,14,1,0,54,1
9149,4,4,1,0,0,1,31,5.0,2,1,0,55,1
5943,4,8,2,0,0,2,44,3.0,11,0,0,73,1
51139,2,22,2,1,0,1,35,3.0,5,1,0,49,0
3387,5,15,1,0,0,1,36,3.0,3,1,0,69,1
6258,4,22,1,1,0,2,30,3.0,5,0,0,69,1
38161,0,15,1,1,0,1,37,3.0,5,0,0,82,0
25735,4,2,1,0,1,1,34,3.0,7,0,0,72,1
35815,5,22,2,1,1,1,30,2.0,5,0,0,68,0
16360,5,22,2,0,0,1,31,5.0,5,0,0,81,1
14288,0,7,1,1,0,1,39,5.0,8,0,0,87,0
71567,7,2,1,1,0,1,31,4.0,4,1,0,62,1
8728,7,2,1,0,1,1,27,5.0,3,0,0,53,0
27385,3,7,1,0,0,1,30,,1,1,0,58,1
73715,4,4,1,1,1,1,41,5.0,5,1,0,61,1
8151,7,14,1,1,0,3,28,,1,1,0,50,1
8631,7,20,1,1,1,1,26,5.0,2,1,0,93,1
23128,8,2,1,0,0,1,30,3.0,2,1,0,77,1
58774,1,29,2,1,0,1,32,3.0,6,0,0,55,0
71335,7,4,1,1,0,1,47,3.0,7,1,1,50,1
52833,4,15,1,0,1,1,34,1.0,6,0,0,63,0
77827,8,24,2,1,0,1,35,2.0,8,0,0,76,0
3852,7,4,1,1,0,1,32,3.0,4,0,0,49,0
49017,7,7,1,0,1,1,35,5.0,3,1,0,50,1
33542,0,2,1,1,0,3,37,5.0,4,1,0,83,0
23187,4,29,1,0,0,2,33,5.0,2,1,0,57,0
69252,8,7,1,0,0,1,32,1.0,4,1,0,79,1
2414,4,32,1,1,0,1,35,5.0,7,1,0,63,0
33948,0,15,1,1,0,1,29,1.0,6,0,0,88,0
36400,4,7,2,0,0,1,35,5.0,4,0,0,59,0
28055,0,11,1,1,1,3,26,3.0,2,1,0,82,0
42108,0,22,2,1,1,2,32,3.0,3,1,0,89,1
60146,1,22,1,1,0,1,26,4.0,3,1,0,53,0
15189,7,2,1,1,0,1,43,4.0,6,0,0,47,0
16412,5,17,1,0,0,1,31,3.0,3,1,0,70,1
34428,8,7,2,0,0,1,41,4.0,8,1,1,93,1
32811,1,2,2,1,0,1,32,3.0,7,0,0,59,0
54744,7,2,1,0,0,1,31,5.0,5,1,0,50,0
61303,7,19,1,1,0,1,33,3.0,7,0,0,55,0
25766,4,24,2,0,1,1,38,3.0,4,1,0,59,0
77099,4,2,2,0,1,1,39,3.0,10,0,0,62,0
75022,7,32,1,0,0,1,29,1.0,5,0,0,48,0
58107,8,31,1,0,1,1,31,5.0,3,1,1,90,1
48075,7,20,1,1,0,1,30,4.0,6,0,0,45,0
24154,4,19,1,1,1,1,35,4.0,4,0,1,71,1
30386,0,7,2,1,0,2,35,3.0,7,1,0,85,0
46934,4,6,1,1,0,1,31,4.0,7,0,0,61,0
14252,4,13,1,0,0,1,33,3.0,4,0,0,66,1
29837,0,7,1,1,1,1,32,5.0,5,1,0,81,1
57069,1,2,2,1,0,1,40,5.0,5,1,0,59,0
740,5,20,1,0,0,1,28,,1,1,0,70,1
271,5,2,0,0,0,1,25,5.0,2,1,0,69,1
1337,4,2,1,0,0,3,24,,1,0,0,66,1
64453,7,13,2,1,0,1,56,3.0,15,1,1,84,1
28303,7,13,1,1,0,1,31,3.0,5,0,0,45,0
40468,5,28,1,0,0,1,29,3.0,2,0,0,68,0
3873,8,26,1,0,0,1,32,1.0,5,0,0,82,0
15788,2,17,1,0,1,1,31,3.0,9,1,0,46,1
28005,4,16,1,0,1,1,30,5.0,7,0,0,57,0
64252,4,22,1,1,0,2,31,5.0,3,0,0,70,1
29693,4,22,1,0,0,2,32,5.0,5,1,0,63,0
57240,0,28,1,1,1,1,31,5.0,6,1,0,86,1
65590,1,8,1,1,1,1,27,5.0,3,1,0,97,1
76023,4,4,1,0,1,1,44,4.0,7,1,0,61,0
45253,0,22,1,0,1,1,29,4.0,4,1,0,92,1
570,7,2,1,0,1,1,40,4.0,6,1,0,52,0
6996,4,22,2,0,1,1,35,3.0,8,1,0,63,1
25933,7,28,1,1,0,1,40,5.0,4,1,1,50,1
20383,4,15,2,1,1,1,41,5.0,12,1,0,63,0
73965,4,4,1,1,0,1,32,4.0,4,0,0,58,0
66170,8,2,2,0,0,1,59,4.0,19,1,0,83,1
7186,7,24,1,1,1,1,30,2.0,3,0,0,46,0
33769,8,4,1,1,0,1,30,5.0,3,1,0,77,1
1820,8,2,1,1,1,1,29,3.0,2,1,0,80,1
15115,4,2,2,1,1,1,36,3.0,4,0,0,70,1
3622,0,28,2,1,0,2,33,5.0,7,1,0,83,1
67286,7,16,1,1,0,1,25,3.0,2,1,0,51,1
54427,7,6,1,0,1,1,27,4.0,2,0,0,47,0
13113,7,25,1,1,1,1,31,5.0,6,1,0,49,1
27435,0,2,1,1,1,1,28,5.0,4,0,1,82,1
6404,5,14,2,0,0,1,40,1.0,6,0,0,71,0
68712,4,28,1,0,1,2,29,,1,0,0,60,0
55266,7,15,1,1,0,2,30,3.0,4,0,0,61,1
769,4,8,2,0,0,1,40,1.0,4,1,1,64,0
13772,8,8,1,1,0,1,27,4.0,2,1,0,78,1
14016,4,33,1,1,0,1,37,2.0,7,1,0,57,1
43508,7,13,1,1,0,3,29,2.0,2,0,0,46,0
25049,5,2,2,0,1,1,47,5.0,18,1,0,69,1
22075,7,22,1,0,0,1,29,,1,1,0,49,1
76117,0,29,2,1,1,1,37,3.0,8,0,0,81,1
60003,7,2,1,1,0,2,32,4.0,4,0,0,49,0
67950,1,7,1,1,0,2,30,3.0,3,0,0,70,1
56619,2,16,1,1,1,1,26,,1,0,0,48,0
28755,4,22,1,1,0,1,33,5.0,6,0,0,74,1
62051,7,7,2,1,0,2,35,5.0,9,1,0,52,1
65080,8,13,1,0,1,1,33,1.0,8,0,0,77,0
5179,7,15,1,1,1,1,29,2.0,8,0,0,50,0
54933,7,32,1,1,0,1,32,4.0,4,0,0,52,0
19616,4,32,2,1,1,1,42,3.0,5,0,0,59,0
57169,7,28,1,1,1,1,27,3.0,5,1,0,41,1
22161,3,27,1,1,0,1,27,,1,1,0,59,1
7211,8,2,1,0,0,1,35,5.0,6,1,0,74,1
12035,7,2,2,1,0,1,55,3.0,25,0,0,51,0
42685,4,7,1,1,0,1,30,5.0,5,1,0,59,0
15833,5,27,2,1,1,1,36,4.0,10,1,0,67,0
77416,4,7,1,1,0,1,27,4.0,6,1,1,91,1
26226,4,4,2,1,0,1,37,5.0,4,0,0,69,1
78291,7,2,1,0,1,1,29,3.0,3,0,0,50,0
9697,8,2,1,0,0,1,44,1.0,5,0,0,79,0
53196,5,7,2,0,0,1,42,4.0,3,1,0,70,1
35924,4,4,1,1,0,1,30,5.0,5,0,0,72,1
39599,3,2,1,0,1,1,29,4.0,3,0,0,61,0
28790,1,22,1,1,0,1,36,3.0,4,1,0,61,0
11171,0,7,1,1,1,1,31,5.0,8,1,0,82,1
56048,0,15,1,1,0,1,30,,1,0,0,76,0
71610,8,2,1,0,0,2,31,4.0,8,1,0,82,1
68953,7,26,2,0,0,1,35,1.0,5,0,0,47,0
68488,5,22,2,0,0,1,45,5.0,18,1,0,77,1
35496,4,6,1,1,0,1,33,5.0,7,0,0,54,0
38040,7,2,1,1,0,1,32,5.0,5,1,0,48,1
70847,2,2,1,0,1,1,30,3.0,7,0,0,49,0
10912,7,15,1,1,0,1,35,1.0,7,0,0,43,0
54155,0,7,1,1,0,1,39,3.0,11,1,0,83,0
21159,1,30,1,0,0,1,28,,1,1,0,54,1
6749,5,15,1,1,1,1,33,5.0,7,1,0,68,1
38062,7,1,1,0,0,1,29,,1,1,0,48,1
77874,8,27,1,1,1,1,32,3.0,9,0,0,76,0
59219,7,14,1,1,1,1,49,3.0,2,0,0,50,0
72220,5,2,1,0,1,1,40,1.0,7,0,0,76,0
68919,8,13,1,1,1,1,38,5.0,4,0,0,93,1
54324,1,2,2,1,0,1,41,3.0,12,0,0,66,0
60057,7,22,1,1,0,1,32,5.0,4,0,0,55,1
24896,5,7,2,0,1,1,33,3.0,10,0,0,72,0
62192,5,26,1,1,0,1,36,4.0,7,1,0,71,0
48591,6,2,1,1,0,1,40,4.0,3,0,0,87,0
26885,7,16,1,1,0,1,41,5.0,3,1,0,48,1
14804,7,21,1,1,1,1,40,4.0,8,0,0,49,0
57832,4,22,1,0,1,3,33,5.0,7,1,0,65,1
32812,0,22,1,1,0,1,29,3.0,2,1,0,84,1
55781,7,22,1,1,1,3,34,2.0,10,0,0,48,0
17412,4,7,1,0,1,1,30,4.0,6,0,0,98,1
71372,7,7,1,1,1,1,35,3.0,7,0,0,49,0
59291,8,7,1,0,0,1,36,2.0,9,0,0,82,0
46498,8,2,2,0,1,2,49,4.0,9,0,0,78,0
3281,7,31,1,1,1,1,36,5.0,7,1,0,53,0
14494,3,22,1,1,2,1,29,3.0,3,1,0,60,1
49043,4,15,1,1,1,2,31,,1,1,0,56,1
53592,4,4,1,1,1,1,39,5.0,8,1,0,90,1
69918,4,4,1,1,0,1,32,5.0,2,0,0,74,1
2186,7,27,2,1,0,1,36,3.0,8,0,0,47,0
67616,7,22,1,1,0,1,28,4.0,4,1,0,47,1
11867,4,15,1,0,0,1,27,3.0,2,0,0,59,0
20828,8,5,1,1,1,1,40,3.0,11,0,0,74,0
40305,0,11,1,1,0,1,25,3.0,2,1,0,83,0
66227,4,2,1,0,1,2,26,3.0,2,0,0,59,0
46874,7,27,1,1,0,1,26,5.0,3,0,0,46,0
48478,8,28,2,1,0,1,38,5.0,6,0,0,90,1
34390,7,2,1,1,0,1,55,4.0,11,1,0,93,1
72137,5,16,0,0,1,1,24,,1,0,0,68,0
48428,4,2,2,0,1,1,37,5.0,3,1,0,60,0
8049,2,7,2,1,1,1,42,5.0,10,0,1,86,1
47322,7,26,1,1,0,1,32,5.0,5,1,0,46,0
72852,7,2,1,1,1,2,23,,1,1,0,50,1
17284,2,28,1,1,0,1,33,5.0,4,0,0,45,0
7231,7,31,1,1,1,1,28,,1,1,0,49,0
63829,7,22,2,1,0,1,35,3.0,3,0,0,43,0
40198,4,7,1,0,0,1,34,5.0,8,1,0,58,1
58726,5,4,2,1,0,1,35,5.0,8,1,0,74,0
67678,7,15,1,1,1,1,34,3.0,7,0,0,50,0
12828,5,7,1,0,1,1,33,5.0,5,1,0,68,1
5002,4,32,1,0,1,1,33,2.0,5,0,0,59,0
77210,8,23,2,0,0,1,42,3.0,12,1,0,79,1
60110,4,2,1,0,0,1,23,3.0,2,0,0,57,0
60568,1,22,1,0,0,1,28,2.0,3,1,1,61,1
6196,8,20,1,0,0,1,28,5.0,3,1,0,75,1
26919,7,1,1,1,1,1,31,3.0,7,0,0,47,0
15395,7,2,2,1,2,2,37,3.0,5,0,0,65,1
42633,7,15,2,1,0,1,30,4.0,3,1,0,45,0
46862,5,7,2,1,0,1,49,5.0,20,1,0,65,0
47582,7,7,1,1,0,1,44,3.0,16,0,0,49,0
1567,0,22,1,1,0,1,28,5.0,5,1,0,85,0
64609,7,25,1,1,0,1,27,4.0,4,1,0,49,0
62232,7,22,2,1,1,1,35,2.0,2,0,0,49,0
50843,2,2,1,1,0,1,29,3.0,3,1,0,48,0
31815,8,22,2,1,0,1,31,,1,0,0,75,0
8011,5,2,2,0,1,1,48,4.0,19,0,0,69,0
76951,8,7,2,1,0,1,39,3.0,8,0,0,79,0
59268,7,1,1,0,0,1,36,3.0,2,1,0,49,0
68266,5,7,2,1,1,1,35,1.0,2,0,0,62,0
14412,7,13,1,1,0,1,27,5.0,4,0,0,54,0
38592,7,22,2,1,1,1,42,1.0,3,0,0,48,0
46431,5,10,2,1,1,1,40,3.0,12,0,0,64,0
47222,8,16,1,1,1,1,30,4.0,3,1,0,85,1
78001,5,2,1,0,0,1,54,3.0,12,1,0,68,1
125,4,4,2,1,0,1,48,3.0,20,1,0,59,1
75036,7,2,1,1,1,2,28,3.0,6,0,0,50,0
27421,4,7,2,0,0,1,36,5.0,8,1,0,58,1
39220,7,13,1,1,0,1,53,5.0,11,1,0,47,0
14132,0,2,1,1,0,2,41,2.0,13,1,0,82,1
30582,4,31,1,1,0,1,34,5.0,9,0,0,69,1
54432,7,2,1,0,0,1,32,4.0,7,1,0,60,1
8490,0,31,1,1,0,1,28,1.0,3,1,0,83,1
47567,4,22,2,1,0,1,48,5.0,16,1,0,59,0
33000,5,2,1,0,0,2,34,3.0,4,1,0,62,0
31070,5,23,1,1,1,1,36,3.0,2,0,0,66,0
55041,7,13,1,1,0,1,37,1.0,4,0,0,88,1
3589,7,1,1,1,0,1,35,5.0,9,1,0,45,0
63279,7,28,1,1,1,1,29,,1,0,0,59,1
69810,8,22,1,1,0,1,28,4.0,4,1,1,94,1
39686,4,22,1,1,1,3,38,5.0,4,1,0,55,0
22065,4,19,1,1,1,1,39,5.0,2,0,0,58,0
45052,5,13,2,0,0,2,40,3.0,12,0,0,68,0
13920,8,16,2,1,0,2,36,5.0,9,0,0,93,1
38913,5,2,1,0,0,1,54,3.0,19,0,0,73,0
35537,7,7,1,1,1,1,38,3.0,10,0,0,51,0
21586,5,2,2,0,1,1,42,4.0,14,1,0,71,0
20418,6,22,1,1,0,1,31,5.0,3,0,0,82,1
71809,7,11,2,1,1,1,30,1.0,6,0,0,51,0
28931,4,15,1,1,0,2,36,5.0,3,1,0,57,1
18420,4,30,1,1,0,2,37,3.0,9,0,0,55,0
73416,7,4,2,1,0,2,40,3.0,7,1,0,50,1
38367,4,10,2,1,1,2,39,4.0,11,1,0,71,1
39457,8,23,2,0,0,1,40,4.0,9,0,0,75,0
349,3,4,1,1,0,1,30,5.0,4,1,0,59,0
76105,8,16,1,0,1,1,25,3.0,2,1,0,76,0
19289,4,7,1,0,1,1,31,4.0,7,1,0,90,1
